track,date,number,car_title,result,group,entrant,bodywork,engine,drivers,sponsor,colour,tyre,updated,contributor,make,model,suffix,chassis,NA,result_raw,result_txt,result_status,grid,grid_time,finish_gap,dnf_reason,thumb_url,photo_url,make_url,model_url,suffix_url,chassis_url,NA_url
nurburgring,2003-06-01,174,BMW 318 ti Compact - BMW,NA,V2,,Closed bodywork,Front-engined,Frank Möller/Alexander Schula (D)/Knuth Schneider/Kai Kruse,NA,NA,NA,NA,NA,BMW,318,ti Compact,NA,NA,Result: did not finishGrid: 162nd (11:24.7520),did not finishGrid: 162nd (11:24.7520),not_finished,162,11:24.7520,NA,11:24.7520,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/318.html,https://www.racingsportscars.com/suffix/photo/BMW/318/ti%20Compact.html,NA,NA
nurburgring,2003-06-01,17,Chevrolet Corvette C5 - Chevrolet,NA,A8,,-,-,"/Armin Zumtobel (A)/Oliver Louisoder (D)listed, never drove: Gerd Niemeyer",NA,NA,NA,NA,NA,Chevrolet,Corvette C5,NA,NA,NA,Result: did not finishGrid: 75th (10:44.2810),did not finishGrid: 75th (10:44.2810),not_finished,75,10:44.2810,NA,10:44.2810,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Chevrolet.html,https://www.racingsportscars.com/type/photo/Chevrolet/Corvette%20C5.html,NA,NA,NA
nurburgring,2003-06-01,91,BMW M3 E36 - BMW,NA,A5,,Closed bodywork,Front-engined,Maurizio Lusuardi (I)/Massimiliano Acri (I)/Gianpiero Pindari (I)/Giuliano Bottazzi,NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 76th (10:44.7080),did not finishGrid: 76th (10:44.7080),not_finished,76,10:44.7080,NA,10:44.7080,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,123,Opel Astra GLS - Opel,NA,A3,Sportfahrergemeinschaft Schönau e.V. im ADAC,-,-,Christoph Stoll/Rüdiger Klos/Michael Clemens/Marcus Breuer,NA,NA,NA,NA,NA,Opel,Astra,GLS,NA,NA,Result: did not finishGrid: 151st (11:21.8180),did not finishGrid: 151st (11:21.8180),not_finished,151,11:21.8180,NA,11:21.8180,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Opel.html,https://www.racingsportscars.com/type/photo/Opel/Astra.html,https://www.racingsportscars.com/suffix/photo/Opel/Astra/GLS.html,NA,NA
nurburgring,2003-06-01,29,Porsche 996 - Porsche,NA,A7,,Closed bodywork,Rear-engined,Francois Rieviére/François Bourcier (F)/Eric van de Vyver (F)/Le Roch,NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 61st (10:30.4580),did not finishGrid: 61st (10:30.4580),not_finished,61,10:30.4580,NA,10:30.4580,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,36,Porsche 996 - Porsche,NA,A7,,Closed bodywork,Rear-engined,Wolfgang Destree (D)/Kersten Jodexnis (D)/Georg Berlandy (D)/Thomas Messer,NA,NA,NA,NA,NA,Porsche,996,NA,NA,NA,Result: did not finishGrid: 25th (9:53.1020),did not finishGrid: 25th (9:53.1020),not_finished,25,9:53.1020,NA,9:53.1020,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Porsche.html,https://www.racingsportscars.com/type/photo/Porsche/996.html,NA,NA,NA
nurburgring,2003-06-01,146,Honda Civic V-Tec - Honda,NA,A2,,-,-,Haakon Schjärin (N)/Roger Sandberg (N)/Dino Drössiger (D)/Thor-Christian Ebbesvik (N),NA,NA,NA,NA,NA,Honda,Civic,V-Tec,NA,NA,Result: did not finishGrid: 96th (10:56.7910),did not finishGrid: 96th (10:56.7910),not_finished,96,10:56.7910,NA,10:56.7910,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/Civic.html,https://www.racingsportscars.com/suffix/photo/Honda/Civic/V-Tec.html,NA,NA
nurburgring,2003-06-01,83,BMW M3 E36 - BMW,NA,A5,(D),Closed bodywork,Front-engined,Frank Nöhring (D)/Andreas Gallasch/Frank Eickholt (D)/Karl Pflanz (D),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 55th (10:26.7390),did not finishGrid: 55th (10:26.7390),not_finished,55,10:26.7390,NA,10:26.7390,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,252,VW Golf IV R-TDi - VW,NA,S1,,-,-,Paul-Martin Dose (D)/Friedrich Ney/Thomas Krüger (D)/Martin Schilling,NA,NA,NA,NA,NA,VW,Golf,IV R-TDi,NA,NA,Result: did not finishGrid: 166th (11:26.9960),did not finishGrid: 166th (11:26.9960),not_finished,166,11:26.9960,NA,11:26.9960,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/VW.html,https://www.racingsportscars.com/type/photo/VW/Golf.html,https://www.racingsportscars.com/suffix/photo/VW/Golf/IV%20R-TDi.html,NA,NA
nurburgring,2003-06-01,59,BMW Z3 M Coupé - BMW,NA,A6,Gotcha Racing Team,-,-,Franz zu Ortenburg/Christian von Wedel/Marcus von Oeynhausen (D),NA,NA,NA,NA,NA,BMW,Z3,M Coupé,NA,NA,Result: did not finishGrid: 60th (10:29.5720),did not finishGrid: 60th (10:29.5720),not_finished,60,10:29.5720,NA,10:29.5720,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/Z3.html,https://www.racingsportscars.com/suffix/photo/BMW/Z3/M%20Coup%c3%a9.html,NA,NA
nurburgring,2003-06-01,62,BMW M3 E36 - BMW,NA,A6,Duller Motorsport,Closed bodywork,Front-engined,Ross Palmer/Peter Boylan (AUS)/Geoffrey Morgan (AUS)/Peter Hansen (DK),NA,NA,NA,NA,NA,BMW,M3,E36,NA,NA,Result: did not finishGrid: 98th (10:57.4210),did not finishGrid: 98th (10:57.4210),not_finished,98,10:57.4210,NA,10:57.4210,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/BMW.html,https://www.racingsportscars.com/type/photo/BMW/M3.html,https://www.racingsportscars.com/suffix/photo/BMW/M3/E36.html,NA,NA
nurburgring,2003-06-01,24,Mercedes-Benz SLK 320 - Mercedes-Benz,NA,A8,Carlsson Racing,-,-,Ingvar Carlsson (S)/Frank Schmickler (A)/Tim Schrick (D)/Akira Iida (J),NA,NA,NA,NA,NA,Mercedes-Benz,SLK 320,NA,NA,NA,Result: did not finishGrid: 43rd (10:20.0630),did not finishGrid: 43rd (10:20.0630),not_finished,43,10:20.0630,NA,10:20.0630,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Mercedes-Benz.html,https://www.racingsportscars.com/type/photo/Mercedes-Benz/SLK%20320.html,NA,NA,NA
nurburgring,2003-06-01,70,Honda NSX GT - Honda,NA,A5,Altschach Motorsport,-,-,/Artur Deutgen (D)/Armin Hahne (D)/Timo Kluck (D),NA,NA,NA,NA,NA,Honda,NSX,GT,NA,NA,Result: did not finishGrid: 17th (9:43.1050),did not finishGrid: 17th (9:43.1050),not_finished,17,9:43.1050,NA,9:43.1050,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Honda.html,https://www.racingsportscars.com/type/photo/Honda/NSX.html,https://www.racingsportscars.com/suffix/photo/Honda/NSX/GT.html,NA,NA
nurburgring,2003-06-01,15,Audi AS6 Abt -,NA,A8,Motorsportclub Stuttgart e.V. (D),-,-,Rudolf Brandl (D)/Wolf-Dieter Ihle/Karl-Friedrich Beck/Martin Tomczyk (D),NA,NA,NA,NA,NA,Audi,AS6,Abt,NA,NA,Result: did not finishGrid: 74th (10:42.9700),did not finishGrid: 74th (10:42.9700),not_finished,74,10:42.9700,NA,10:42.9700,https://www.racingsportscars.com/images/car_no_photo.png,https://www.racingsportscars.com/about.html#contrib,https://www.racingsportscars.com/make/photo/Audi.html,https://www.racingsportscars.com/type/photo/Audi/AS6.html,https://www.racingsportscars.com/suffix/photo/Audi/AS6/Abt.html,NA,NA
