model_id,model,start_year,end_year,source_year,source_category,production_status,period_source_name,period_source_url,period_source_type,period_confidence,period_review_status,period_notes,period_reviewed_at,main_family,subfamily,lineage,generation,engine_architecture,engine_type,engine_location,seating_configuration,orientation,predecessor,predecessor_year,predecessor_relationship,successor,successor_year,successor_relationship,successor_in_dataset,alternative_predecessor,alternative_relationship,base_model,base_model_year,taxonomy_confidence,external_enrichment_required,taxonomy_notes,start_year_source,taxonomy_source,engine,displacement_cc,max_power_cv,rpm_max_power,top_speed_kmh,engine_position,engine_orientation,engine_angle_deg,compression_ratio,bore_mm,stroke_mm,weight_kg,wheelbase_mm,length_mm,width_mm,height_mm,image_url,url,description,source_origin
ferrari_1969_365_gts4,365 GTS4,1971,1973,1969,Grand Touring,discontinued,Wikipedia - Ferrari Daytona,https://en.wikipedia.org/wiki/Ferrari_Daytona,wikipedia,medium,reviewed,Source year reflects the earlier model record; series production is reported from 1971,2026-07-27,Front-engined V12 two-seat GT,Spider / cabriolet,,,V12,combustion,front,2,grand tourer,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V12,4390,352,7500,280,front,longitudinal,60,8.8,81,71,,2400,4450,1740,1250,https://cdn.ferrari.com/cms/network/media/img/resize/5dcd734d2cdb32285a76af94-ferrari-365-gts4-1969-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gts4,The convertible version of the ferrari 365 GTB4 made its debut at the 1969 Frankfurt Motor Show.,ferrari_past_models_scraper
ferrari_1971_312_p,312 P,1971,,1971,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,2991,450,10800,320,rear,longitudinal,,11.5,78,52,585,2220,3500,1880,956,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2b8460cf6995f44de90e3-ferrari-312-p-1971-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/312-p,Ferrari 312 P: The new 1971 version of the sports prototype came with a flat-12 engine,ferrari_past_models_scraper
ferrari_1971_712_can_am,712 Can Am,1971,,1971,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Sports-racing prototypes,Mid-engined sports prototype,,,V12,combustion,mid,race-specific,competition,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V12,6860,680,7000,,rear,longitudinal,60,11.4,92,86,826,2400,,,,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2bbb8f8fc7b0aa9064025-ferrari-712-can-am-1971-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/712-can-am,Ferrari 712 Can Am: The need for very high torque to cope with the torturous tracks of the Can Am series saw Ferrari build its biggest ever engine at around seven litres.,ferrari_past_models_scraper
ferrari_1972_365_gt4_2_2,365 GT4 2+2,1972,1976,1972,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,4,V12,combustion,front,2+2,grand tourer,365 GT 2+2,1967,direct,400 GT,1976,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4390,340,6200,245,front,longitudinal,60,8.8,81,71,1500,2700,4810,1796,1310,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2c2de0cf6995f44de90ed-ferrari-365-gt4-2+2-1972-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gt4-2-2,"Ferrari 365 GT4 2+2: This was a brand new design from Pininfarina, which faced the task of developing a fast, svelte and elegant 2+2 powered by the classic VI2 engine.",ferrari_past_models_scraper
ferrari_1972_dino_246_gts,Dino 246 GTS,1972,1974,1972,Grand Touring,discontinued,Wikipedia - Dino 206 GT and 246 GT,https://en.wikipedia.org/wiki/Dino_206_GT_and_246_GT,wikipedia,medium,reviewed,Production range reported for the 246 GTS targa,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined Dino V6,,V6,combustion,mid,2,sports car,Dino 246 GT,1969,derivative,,,,,,,Dino 246 GT,1969,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V6,2419,194,7600,235,rear,transverse,65,9,92,60,1080,2340,4235,1700,1135,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2c1cff8fc7b0aa906419d-ferrari-dino-246-gts-1972-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-246-gts,"Ferrari looked to increase its popularity still further by introducing Dino 246 GTS, an open version.",ferrari_past_models_scraper
ferrari_1971_365_gt4_bb,365 GT4 BB,1973,1976,1971,Grand Touring,discontinued,Wikipedia - Ferrari Berlinetta Boxer,https://en.wikipedia.org/wiki/Ferrari_Berlinetta_Boxer,wikipedia,medium,reviewed,Presented in 1971 but series production is reported from 1973,2026-07-27,Mid-engined 12-cylinder supercar,Berlinetta Boxer / Testarossa,Boxer / Testarossa,1,V12,combustion,mid,2,supercar,,,,512 BB,1976,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4390,360,7500,300,rear,longitudinal,,8.8,81,71,1160,2500,4360,1800,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5dd2a2cc0cf6995f44de90d4-ferrari-365-gt4-bb-1971-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/365-gt4-bb,"Ferrari 365 GT4 BB: There were two important novelties on this car: the new 12-cylinder boxer derived from the Formula 1 car, and the mid-engined layout",ferrari_past_models_scraper
ferrari_1973_dino_308_gt4,Dino 308 GT4,1973,1980,1973,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,1,V8,combustion,mid,2+2,grand tourer,,,,Mondial 8,1980,direct,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,256,7700,250,rear,transverse,90,8.8,81,71,1150,2550,4300,1800,1180,https://cdn.ferrari.com/cms/network/media/img/resize/5dd3b36e0cf6995f44de9101-ferrari-dino-308-gt4-1972-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-308-gt4,Ferrari Dino 308 GT4: The Paris Motor Show 1973.,ferrari_past_models_scraper
ferrari_1975_dino_208_gt4,Dino 208 GT4,1975,,1975,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Mid-engined 2+2 GT,Dino GT4 / Mondial,,,V8,combustion,mid,2+2,grand tourer,,,,,,,,,,,,high,TRUE,,ferrari_past_models.csv,rules based on repository data,V8,1991,170,7700,220,rear,transverse,90,9,67,71,1150,2550,4300,1800,1180,https://cdn.ferrari.com/cms/network/media/img/resize/5dd3d23b0cf6995f44de9135-ferrari-dino-208-gt4-1975-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/dino-208-gt4,The Dino 208 GT4 came about when Ferrari decided to fit a 2000cc engine in the body of the Dino 308 GT4.,ferrari_past_models_scraper
ferrari_1975_308_gtb,308 GTB,1975,1980,1975,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Carbureted GTB production before the GTBi replacement,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,1,V8,combustion,mid,2,sports car,,,,328 GTB,1985,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,256,7700,252,rear,transverse,90,8.8,81,71,1090,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5dd3f14984077c3b24323c4d-ferrari-308-gtb-1975-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/308-gtb,The Ferrari 308 GTB made its debut at the Paris and London shows in 1975.,ferrari_past_models_scraper
ferrari_1976_400_automatic,400 Automatic,1976,,1976,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,,V12,combustion,front,2+2,grand tourer,400 GT,1976,derivative,,,,,,,400 GT,1976,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,4823,340,,240,front,longitudinal,60,8.8,81,78,1700,2700,4810,1796,1310,https://cdn.ferrari.com/cms/network/media/img/resize/5dd3f4b82cdb32285a78176c-ferrari-400-automatic-1976-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/400-automatic,Ferrari 400 automatic: The 400 series replaced the 365 GT4 2+2 model at the 1976 Paris Salon,ferrari_past_models_scraper
ferrari_1976_400_gt,400 GT,1976,1979,1976,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,5,V12,combustion,front,2+2,grand tourer,365 GT4 2+2,1972,evolution,400 GTi,1979,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4823,340,,245,front,longitudinal,60,8.8,81,78,1700,2700,4810,1796,1310,https://cdn.ferrari.com/cms/network/media/img/resize/5dd402700cf6995f44de917a-ferrari-400-gt-1976-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/400-gt,"Basically a more powerful version of the famous 365 GT4 2+2 reaching 4.8 litres, the Ferrari 400 GT brought the development of the high performance, big displacement front-engined 2+2 coupé to new levels.",ferrari_past_models_scraper
ferrari_1976_512_bb,512 BB,1976,1981,1976,Grand Touring,discontinued,Wikipedia - Ferrari Berlinetta Boxer,https://en.wikipedia.org/wiki/Ferrari_Berlinetta_Boxer,wikipedia,medium,reviewed,Production range reported for the carbureted 512 BB,2026-07-27,Mid-engined 12-cylinder supercar,Berlinetta Boxer / Testarossa,Boxer / Testarossa,2,V12,combustion,mid,2,supercar,365 GT4 BB,1971,evolution,512 BBi,1981,evolution,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4943,360,6800,302,rear,longitudinal,180,9.2,82,78,1400,2500,4400,1830,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5dd412db2cdb32285a781e9c-ferrari-512-bb-1976-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/512-bb,"At its debut at the Paris Show in 1976, the Ferrari 512 BB was equipped with a 5-litre version of the 12-cylinder boxer.",ferrari_past_models_scraper
ferrari_1977_308_gts,308 GTS,1977,1980,1977,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Carbureted GTS production before the GTSi replacement,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,308 GTB,1975,derivative,,,,,,,308 GTB,1975,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,256,7700,252,rear,transverse,90,8.8,81,71,1090,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5dd50103f8fc7b0aa906b423-ferrari-308-gts-1977-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/308-gts,The Ferrari 308 GTS was developed in collaboration with Pininfarina in 1977 to help make that dream come true.,ferrari_past_models_scraper
ferrari_1978_512_bb_lm,512 BB LM,1978,,1978,Sports Prototype,unknown,,,,unreviewed,not_in_manual_file,,,Competition derivatives,Competition GT,Competition GT,,V12,combustion,mid,race-specific,competition,512 BB,1976,derivative,,,,,,,512 BB,1976,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,4943,470,7250,320,rear,longitudinal,,10.3,82,78,1050,2500,4895,1830,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5dd502762cdb32285a784ba7-ferrari-512-bb-lm-1978-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/512-bb-lm,The Ferrari 512 BB LM was also considered to have racing potential,ferrari_past_models_scraper
ferrari_1979_400_automatic_i,400 Automatic i,1979,,1979,Grand Touring,unknown,,,,unreviewed,not_in_manual_file,,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,,V12,combustion,front,2+2,grand tourer,400 GTi,1979,derivative,,,,,,,400 GTi,1979,high,TRUE,,ferrari_past_models.csv,curated Ferrari.com evidence + repository description,V12,4823,310,6500,240,front,longitudinal,60,8.8,81,78,1830,2700,4810,1798,1314,https://cdn.ferrari.com/cms/network/media/img/resize/5dd504380cf6995f44de91b2-ferrari-400-automatic-i-1979-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/400-automatic-i,The Ferrari 400 Automatic i succeeded the 400 Automatic in November 1979,ferrari_past_models_scraper
ferrari_1979_400_gti,400 GTi,1979,1985,1979,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Front-engined V12 2+2 GT,Four-seat grand tourer,V12 GT 2+2,6,V12,combustion,front,2+2,grand tourer,400 GT,1976,evolution,412,1985,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4823,310,6500,245,front,longitudinal,60,8.8,81,78,1830,2700,4810,1798,1314,https://cdn.ferrari.com/cms/network/media/img/resize/5dd511ba84077c3b243274ea-ferrari-400-gti-1979-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/400-gti,"Ferrari 400 GTi: The glorious V12, complete with new Bosch K-Jetronic fuel injection to comply with US exhaust emission standards, demonstrated generous powerful and enviable torque.",ferrari_past_models_scraper
ferrari_1980_mondial_8,Mondial 8,1980,1982,1980,Grand Touring,discontinued,Legacy manual curation,,manual_seed,low,pending_source_review,Migrated from the initial enrichment script,,Mid-engined 2+2 GT,Dino GT4 / Mondial,Mid-engined V8 2+2,2,V8,combustion,mid,2+2,grand tourer,Dino 308 GT4,1973,direct,Mondial Quattrovalvole,1982,evolution,TRUE,,,,,high,TRUE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,213,6600,230,rear,transverse,90,8.8,81,71,1445,2650,4580,1790,1250,https://cdn.ferrari.com/cms/network/media/img/resize/5de0f14684077c3b2434e088-ferrari-mondial-8-1980-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/mondial-8,"Unveiled to the waiting world at the 1980 Geneva Salon, the new Ferrari Mondial 8 was very much the successor to the 308 GT4, and the styling marked the return of this high-performance, mid-engined, V8-powered 2+2 coupé to the Pininfarina fold.",ferrari_past_models_scraper
ferrari_1980_208_gtb,208 GTB,1980,1981,1980,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Source reports 208 GTB production in 1980 and 1981,2026-07-27,Mid-engined sports car,Berlinetta,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V8,1991,155,6800,215,rear,transverse,90,9,67,71,1232,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de0fc86f8fc7b0aa90925cf-ferrari-208-gtb-1980-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/208-gtb,"Ferrari 208 GTB: By no means new to the production of smaller displacement, high output, multi-fractioned engines; on the heels of the 1975 208 GT4 Ferrari introduced the smallest displacement version of the 308 GTB – the 208 GTB and GTS – in 1980.",ferrari_past_models_scraper
ferrari_1980_208_gts,208 GTS,1980,1981,1980,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Source reports 208 GTS production in 1980 and 1981,2026-07-27,Mid-engined sports car,Spider / targa,,,V8,combustion,mid,2,sports car,,,,,,,,,,,,high,FALSE,,ferrari_production_periods.csv,rules based on repository data,V8,1991,155,6800,215,rear,transverse,90,9,67,71,1254,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de106c32cdb32285a7ac0d6-ferrari-208-gts-1980-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/208-gts,"Ferrari 208 GTS: By no means new to the production of smaller displacement, high output, multi-fractioned engines; on the heels of the 1975 208 GT4 Ferrari introduced the smallest displacement version of the 308 GTB – the 208 GTB and GTS – in 1980.",ferrari_past_models_scraper
ferrari_1980_308_gtbi,308 GTBi,1980,1982,1980,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Fuel-injected model replaced by the Quattrovalvole in 1982,2026-07-27,Mid-engined sports car,Berlinetta,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,308 GTB,1975,derivative,,,,,,,308 GTB,1975,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,213,6600,240,rear,transverse,90,8.8,81,71,1286,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de13ceb84077c3b2434f333-ferrari-308-gtbi-1980-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/308-gtbi,"Ferrari 308 GTBi: The most important changes, however, were made to the engine. In fact, in competition, fuel injection systems had replaced the traditional stacks of carburettors and, as transferring racing experience to production cars has always been part of the Ferrari mission, adopting fuel injection systems was in line with this, helping indirectly to comply with new exhaust emission norms.",ferrari_past_models_scraper
ferrari_1980_308_gtsi,308 GTSi,1980,1982,1980,Grand Touring,discontinued,Wikipedia - Ferrari 308 GTB/GTS,https://en.wikipedia.org/wiki/Ferrari_308_GTB/GTS,wikipedia,medium,reviewed,Fuel-injected model replaced by the Quattrovalvole in 1982,2026-07-27,Mid-engined sports car,Spider / targa,Mid-engined V8 sports cars,,V8,combustion,mid,2,sports car,308 GTS,1977,derivative,,,,,,,308 GTS,1977,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V8,2927,213,6600,240,rear,transverse,90,8.8,81,71,1297,2340,4230,1720,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de4d445b6285a70bc7c6a06-ferrari-308-gts1-1980-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/308-gtsi,Ferrari 308 GTSi: This spider version of the 308 GTBi shared both its line and engine. The fuel injection system gave both models much smoother power delivery.,ferrari_past_models_scraper
ferrari_1981_512_bbi,512 BBi,1981,1984,1981,Grand Touring,discontinued,Wikipedia - Ferrari Berlinetta Boxer,https://en.wikipedia.org/wiki/Ferrari_Berlinetta_Boxer,wikipedia,medium,reviewed,Production range reported for the fuel-injected 512 BBi,2026-07-27,Mid-engined 12-cylinder supercar,Berlinetta Boxer / Testarossa,Boxer / Testarossa,3,V12,combustion,mid,2,supercar,512 BB,1976,evolution,Testarossa,1984,direct,TRUE,,,,,high,FALSE,,ferrari_production_periods.csv,curated Ferrari.com evidence + repository description,V12,4943,340,,280,rear,longitudinal,,9.2,82,78,1499,2500,4400,1830,1120,https://cdn.ferrari.com/cms/network/media/img/resize/5de4e39c7953932d566a5d40-ferrari-512-bb1-1981-thumb?width=1600&height=1080,https://www.ferrari.com/en-EN/auto/512-bbi,"Ferrari 512 BBi: Bosch K-Jetronic mechanical fuel injection on the 512 BBi replaced the outgoing model’s four, triple-choke Weber 40 IF 3C carburettors. Otherwise mechanically identical, the flat-12 featured lower maximum revs (6,600 rpm compared to the 512 BB’s 6,800 rpm) and the engine developed 20 bhp less, although top speed remained within a whisker of the 512 BB’s 283 km/h.",ferrari_past_models_scraper
